Customer_ID,total_transactions,total_quantity,total_revenue,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,recency_days,churn_probability
16162.0,1,4,37.4,18.7,2011-04-01 15:03:00,2011-04-01 15:03:00,0,251,0.9118831742417529
14007.0,1,16,79.48,15.896,2010-07-15 09:06:00,2010-07-15 09:06:00,0,512,0.9100217568123239
14650.0,1,22,62.5,15.625,2010-04-29 20:27:00,2010-04-29 20:27:00,0,588,0.9100051834845456
14366.0,1,16,136.0,136.0,2010-07-02 17:23:00,2010-07-02 17:23:00,0,524,0.9094521667192361
17008.0,1,24,81.36,81.36,2010-10-06 15:19:00,2010-10-06 15:19:00,0,428,0.9094197792302323
14185.0,1,6,197.65,65.88333333333334,2011-01-12 13:52:00,2011-01-12 13:52:00,0,330,0.909103151157034
16349.0,1,9,53.5,5.944444444444445,2011-02-22 12:40:00,2011-02-22 12:40:00,0,290,0.9083038311905796
12737.0,2,2,3710.5,1855.25,2010-07-29 12:27:00,2010-07-29 12:29:00,0,498,0.9079093370151021
13222.0,1,30,88.5,88.5,2010-05-11 13:54:00,2010-05-11 13:54:00,0,576,0.9074381460411126
16530.0,1,17,48.35,16.116666666666664,2010-02-09 15:30:00,2010-02-09 15:30:00,0,667,0.9051727172723274
15672.0,1,10,45.3,15.1,2009-12-14 16:52:00,2009-12-14 16:52:00,0,724,0.9047551000445665
16058.0,1,18,62.7,31.35,2010-10-29 16:48:00,2010-10-29 16:48:00,0,405,0.9043290359573838
14380.0,1,1,48.96,48.96,2010-01-26 17:11:00,2010-01-26 17:11:00,0,681,0.9036230509234163
16970.0,1,12,71.4,35.7,2010-03-23 13:50:00,2010-03-23 13:50:00,0,625,0.9033376151495333
15371.0,1,12,59.400000000000006,59.400000000000006,2010-02-15 13:14:00,2010-02-15 13:14:00,0,661,0.9023782656385337
15233.0,1,12,59.400000000000006,59.400000000000006,2010-11-03 13:36:00,2010-11-03 13:36:00,0,400,0.9023782656385337
15098.0,3,121,39916.5,13305.5,2011-06-10 15:22:00,2011-06-10 15:33:00,0,181,0.9022414565827529
12992.0,1,21,93.35,15.558333333333335,2009-12-14 16:46:00,2009-12-14 16:46:00,0,724,0.9001965364521638
14308.0,2,2,1147.02,573.51,2010-06-08 16:39:00,2010-06-08 16:48:00,0,548,0.9001664291911995
15395.0,1,17,107.45,15.35,2011-01-18 12:40:00,2011-01-18 12:40:00,0,325,0.8998501610438933
15397.0,1,20,94.0,15.666666666666666,2011-02-23 09:25:00,2011-02-23 09:25:00,0,289,0.8998216876008941
16028.0,1,18,82.2,16.44,2010-04-23 11:45:00,2010-04-23 11:45:00,0,595,0.8960720078179054
14613.0,1,72,76.32000000000001,76.32000000000001,2010-01-28 13:02:00,2010-01-28 13:02:00,0,679,0.896060713531471
14090.0,1,72,76.32000000000001,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,0,324,0.896060713531471
15668.0,1,72,76.32000000000001,76.32000000000001,2011-05-06 10:39:00,2011-05-06 10:39:00,0,217,0.896060713531471
14373.0,1,17,76.55,19.1375,2010-12-16 15:40:00,2010-12-16 15:40:00,0,357,0.895641741292939
13290.0,1,1,208.63,208.63,2010-09-27 16:29:00,2010-09-27 16:29:00,0,437,0.8954960264206357
14374.0,1,20,108.0,15.428571428571429,2010-06-16 14:25:00,2010-06-16 14:25:00,0,540,0.8945026663581828
18103.0,1,23,105.8,10.58,2010-06-08 13:36:00,2010-06-08 13:36:00,0,548,0.8944482406505315
15284.0,1,5,24.75,24.75,2010-07-27 13:25:00,2010-07-27 13:25:00,0,499,0.8941664829567079
13303.0,1,26,61.72,15.43,2010-11-04 14:55:00,2010-11-04 14:55:00,0,399,0.8923482399573271
13105.0,1,100,72.0,72.0,2010-09-29 13:41:00,2010-09-29 13:41:00,0,435,0.8922161641648187
13132.0,1,20,77.3,25.766666666666666,2011-03-23 12:44:00,2011-03-23 12:44:00,0,261,0.8918433307284438
13172.0,1,48,69.6,69.6,2010-11-04 15:10:00,2010-11-04 15:10:00,0,399,0.8916154658238871
17532.0,1,30,65.34,16.335,2010-11-19 08:13:00,2010-11-19 08:13:00,0,385,0.8912954286589231
15833.0,1,24,80.4,16.080000000000002,2009-12-02 11:59:00,2009-12-02 11:59:00,0,737,0.8907679536203783
13913.0,1,10,42.22,14.073333333333332,2010-07-21 10:11:00,2010-07-21 10:11:00,0,506,0.889956899403848
12934.0,1,31,181.65,90.825,2009-12-03 10:51:00,2009-12-03 10:51:00,0,736,0.8898894299658384
15510.0,1,2,250.0,250.0,2011-01-13 12:10:00,2011-01-13 12:10:00,0,330,0.8896424487281438
15486.0,1,40,102.0,102.0,2010-06-30 13:15:00,2010-06-30 13:15:00,0,526,0.8896146434603922
12918.0,1,1,10953.5,10953.5,2010-03-23 15:22:00,2010-03-23 15:22:00,0,625,0.8895883183680597
12401.0,1,11,84.3,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302,0.8887343466801311
16061.0,1,19,89.65,29.883333333333336,2010-10-04 15:29:00,2010-10-04 15:29:00,0,430,0.8885780258232227
15202.0,3,3,6001.49,2000.496666666667,2010-10-15 12:39:00,2010-10-15 13:05:00,0,419,0.888275294805437
14816.0,1,5,271.85,67.9625,2011-05-26 13:16:00,2011-05-26 13:16:00,0,196,0.8880668302386495
13096.0,1,6,419.7000000000001,419.7000000000001,2010-11-10 14:08:00,2010-11-10 14:08:00,0,393,0.8880074799353226
16821.0,1,13,113.35,16.192857142857143,2010-11-23 10:04:00,2010-11-23 10:04:00,0,381,0.8870322439921658
14832.0,1,1,322.69,322.69,2010-03-19 15:14:00,2010-03-19 15:14:00,0,629,0.8865139644499993
16941.0,1,12,33.0,16.5,2010-04-07 11:13:00,2010-04-07 11:13:00,0,611,0.8856114191105587
16944.0,1,27,101.36,14.48,2010-04-09 11:03:00,2010-04-09 11:03:00,0,609,0.884794730523767
14802.0,2,2,1502.98,751.49,2010-09-27 16:32:00,2010-09-27 16:34:00,0,437,0.884740412424741
14977.0,1,17,31.93,7.982499999999999,2009-12-14 10:37:00,2009-12-14 10:37:00,0,725,0.8846732381211926
13682.0,1,10,59.5,19.83333333333333,2011-06-05 14:06:00,2011-06-05 14:06:00,0,186,0.8846282463082662
15635.0,1,5,100.35,50.175,2010-11-09 08:58:00,2010-11-09 08:58:00,0,395,0.8836279692934962
18233.0,1,4,440.0,440.0,2011-01-18 08:44:00,2011-01-18 08:44:00,0,325,0.8831590045533833
14144.0,1,12,30.6,30.6,2010-08-10 15:17:00,2010-08-10 15:17:00,0,485,0.8831151177399795
13120.0,1,12,30.6,30.6,2011-04-15 10:19:00,2011-04-15 10:19:00,0,238,0.8831151177399795
15843.0,1,27,118.95000000000002,14.868750000000002,2011-02-09 10:19:00,2011-02-09 10:19:00,0,303,0.8822540289799694
16896.0,1,18,103.95,5.775,2010-06-02 15:40:00,2010-06-02 15:40:00,0,554,0.8818220875816362
17319.0,1,14,29.1,9.7,2010-02-08 15:47:00,2010-02-08 15:47:00,0,668,0.8797246844755777
15913.0,1,3,6.300000000000001,6.300000000000001,2010-06-23 16:31:00,2010-06-23 16:31:00,0,533,0.8792441264707758
17174.0,1,41,59.9,14.975,2011-05-06 11:47:00,2011-05-06 11:47:00,0,217,0.8789569770907019
14576.0,1,24,70.80000000000001,35.400000000000006,2010-12-02 17:51:00,2010-12-02 17:51:00,0,371,0.8788945306845872
13915.0,1,24,70.80000000000001,35.400000000000006,2010-11-10 15:17:00,2010-11-10 15:17:00,0,393,0.8788945306845872
14181.0,2,122,310.55,5.750925925925926,2010-05-26 12:32:00,2010-10-25 08:27:00,151,410,0.87876010072836
17467.0,1,20,102.6,25.65,2010-11-09 12:58:00,2010-11-09 12:58:00,0,394,0.8784595375546113
13640.0,1,108,405.0,101.25,2010-04-07 15:33:00,2010-04-07 15:33:00,0,610,0.8783478869951418
13022.0,1,35,65.3,13.06,2010-10-06 10:50:00,2010-10-06 10:50:00,0,429,0.8781479731255282
16663.0,1,100,165.0,165.0,2009-12-10 13:12:00,2009-12-10 13:12:00,0,728,0.8774858387773736
15316.0,1,100,165.0,165.0,2011-01-17 11:34:00,2011-01-17 11:34:00,0,326,0.8774858387773736
16055.0,1,22,134.8,16.85,2011-05-03 09:26:00,2011-05-03 09:26:00,0,220,0.8771387751120691
16443.0,1,96,162.24,162.24,2010-07-07 11:57:00,2010-07-07 11:57:00,0,520,0.8769670458330603
13071.0,1,30,129.22,10.768333333333333,2010-04-06 13:37:00,2010-04-06 13:37:00,0,611,0.8767867679742785
13841.0,1,100,85.0,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,0,252,0.8766144782321509
13776.0,2,2,623.98,311.99,2010-10-07 16:07:00,2010-10-07 16:11:00,0,427,0.8761878824005848
16548.0,1,6,30.15,5.025,2010-04-19 16:15:00,2010-04-19 16:15:00,0,598,0.8761847382958464
12606.0,1,1,21.0,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,0,681,0.8761439755930897
17352.0,1,15,36.25,7.25,2010-01-12 16:13:00,2010-01-12 16:13:00,0,695,0.8761311751458719
17887.0,1,30,111.35,11.135,2011-08-02 17:29:00,2011-08-02 17:29:00,0,128,0.8751612070073659
15929.0,1,120,594.0,594.0,2010-03-05 14:56:00,2010-03-05 14:56:00,0,643,0.8750645996275652
17336.0,1,48,81.12,81.12,2010-08-24 15:37:00,2010-08-24 15:37:00,0,471,0.8747160838940813
16664.0,1,24,109.2,13.65,2010-05-19 17:11:00,2010-05-19 17:11:00,0,568,0.8745158377573009
16288.0,1,19,129.85,18.55,2010-08-26 14:45:00,2010-08-26 14:45:00,0,469,0.8744159737626286
12973.0,1,31,385.55,64.25833333333334,2010-10-22 10:14:00,2010-10-22 10:14:00,0,413,0.8743756914329811
12776.0,1,46,55.5,13.875,2010-02-10 12:11:00,2010-02-10 12:11:00,0,667,0.8741254404396567
15178.0,1,30,40.5,13.5,2011-03-24 15:12:00,2011-03-24 15:12:00,0,259,0.8736734327126235
14106.0,1,24,214.8,214.8,2009-12-02 14:09:00,2009-12-02 14:09:00,0,736,0.8735753092507447
12568.0,1,48,70.0,14.0,2010-03-05 09:15:00,2010-03-05 09:15:00,0,644,0.8733846931369288
15890.0,5,119,535.65,53.565,2010-04-14 08:43:00,2010-11-10 12:46:00,210,394,0.8729346788079557
14795.0,1,17,131.45000000000002,21.90833333333333,2011-06-26 13:04:00,2011-06-26 13:04:00,0,165,0.8723430308018918
14266.0,1,24,40.56,40.56,2010-10-07 13:32:00,2010-10-07 13:32:00,0,427,0.8717111126777644
14143.0,1,30,115.8,16.54285714285714,2011-07-29 09:48:00,2011-07-29 09:48:00,0,133,0.8716583152855887
16073.0,1,48,122.4,122.4,2011-02-15 15:41:00,2011-02-15 15:41:00,0,296,0.871156490591389
15726.0,1,123,321.91,13.99608695652174,2010-11-14 16:12:00,2010-11-14 16:12:00,0,389,0.8700859071880379
18120.0,1,31,111.15,6.538235294117648,2011-05-09 13:45:00,2011-05-09 13:45:00,0,213,0.8700590670722523
17056.0,1,26,128.60000000000002,16.075000000000003,2009-12-01 12:55:00,2009-12-01 12:55:00,0,737,0.8694453482339801
17846.0,1,1,2033.1,2033.1,2011-09-15 15:20:00,2011-09-15 15:20:00,0,84,0.8692088020706135
14946.0,1,22,100.9,33.63333333333333,2011-11-25 13:33:00,2011-11-25 13:33:00,0,13,0.8690692797006518
15686.0,1,72,90.0,90.0,2010-10-15 13:50:00,2010-10-15 13:50:00,0,419,0.8689918136365437
17906.0,1,26,72.9,6.075,2011-04-06 17:25:00,2011-04-06 17:25:00,0,246,0.8689118939224159
13438.0,1,10,46.5,46.5,2010-06-10 18:46:00,2010-06-10 18:46:00,0,546,0.8686658192394138
18032.0,1,42,73.5,14.7,2011-01-09 15:32:00,2011-01-09 15:32:00,0,333,0.8686396742046295
17149.0,1,18,143.10000000000002,23.850000000000005,2010-09-14 14:56:00,2010-09-14 14:56:00,0,450,0.8682521364441032
13011.0,1,26,101.1,16.85,2010-12-02 17:22:00,2010-12-02 17:22:00,0,371,0.8682004851759263
16319.0,1,72,404.4,134.8,2011-05-06 11:27:00,2011-05-06 11:27:00,0,217,0.8680877117528699
17606.0,1,42,87.30000000000001,14.550000000000002,2009-12-02 13:32:00,2009-12-02 13:32:00,0,736,0.8679041806371527
17077.0,1,36,306.0,306.0,2010-05-10 16:36:00,2010-05-10 16:36:00,0,577,0.867440762521413
14384.0,1,30,58.5,19.5,2010-07-27 09:53:00,2010-07-27 09:53:00,0,500,0.8669501922984649
12929.0,1,37,117.85,14.73125,2011-02-01 12:08:00,2011-02-01 12:08:00,0,311,0.8667494440548735
12614.0,1,76,315.6,15.78,2011-03-07 10:22:00,2011-03-07 10:22:00,0,277,0.8666185969047814
15442.0,1,120,594.0,297.0,2011-04-05 12:24:00,2011-04-05 12:24:00,0,248,0.8658635298832723
13112.0,1,11,20.6,10.3,2010-06-16 17:03:00,2010-06-16 17:03:00,0,540,0.8658316196328242
13215.0,1,96,81.6,81.6,2010-11-02 18:26:00,2010-11-02 18:26:00,0,401,0.8658216286907005
17260.0,1,23,120.95,20.15833333333333,2010-10-24 13:21:00,2010-10-24 13:21:00,0,410,0.8656853223854734
14405.0,1,100,195.0,97.5,2010-11-18 11:40:00,2010-11-18 11:40:00,0,386,0.8648239648690716
15431.0,1,84,153.24,76.62,2010-07-25 12:44:00,2010-07-25 12:44:00,0,502,0.8647190084856107
16849.0,1,33,124.57,15.57125,2011-06-06 09:16:00,2011-06-06 09:16:00,0,186,0.864698238002328
17533.0,1,24,34.8,34.8,2010-10-01 09:14:00,2010-10-01 09:14:00,0,434,0.8646134790640869
14542.0,1,19,103.25,20.65,2011-06-07 08:19:00,2011-06-07 08:19:00,0,185,0.8645068679195179
13788.0,1,1,3.75,3.75,2010-07-22 15:50:00,2010-07-22 15:50:00,0,504,0.8639291339896451
17909.0,1,41,132.55,14.72777777777778,2009-12-02 13:10:00,2009-12-02 13:10:00,0,736,0.8634353950736753
15693.0,1,30,37.5,37.5,2010-02-18 14:37:00,2010-02-18 14:37:00,0,658,0.863143466887717
17688.0,1,114,304.2,16.010526315789473,2010-11-11 10:41:00,2010-11-11 10:41:00,0,393,0.8630187613183256
13737.0,1,125,339.6,11.32,2011-05-23 16:32:00,2011-05-23 16:32:00,0,199,0.8628892786158083
13847.0,1,96,310.72,16.353684210526318,2009-12-20 10:41:00,2009-12-20 10:41:00,0,719,0.862682906123212
12894.0,1,33,157.35,7.492857142857143,2010-05-13 14:47:00,2010-05-13 14:47:00,0,574,0.8622024596742125
12692.0,1,36,110.95,8.534615384615385,2010-03-12 14:02:00,2010-03-12 14:02:00,0,636,0.8621931011581556
17592.0,1,38,148.3,11.407692307692308,2009-12-01 10:49:00,2009-12-01 10:49:00,0,738,0.8620818225474296
14207.0,1,36,157.8,78.9,2010-01-21 09:33:00,2010-01-21 09:33:00,0,687,0.8618927664313618
14070.0,1,86,326.55,7.775,2010-01-24 12:27:00,2010-01-24 12:27:00,0,684,0.8618583239796029
16738.0,1,3,3.75,3.75,2011-02-15 09:46:00,2011-02-15 09:46:00,0,297,0.8618537497307434
17494.0,1,26,54.7,18.23333333333333,2010-07-26 10:06:00,2010-07-26 10:06:00,0,501,0.8615775374070487
13128.0,1,31,263.5,263.5,2010-03-18 15:08:00,2010-03-18 15:08:00,0,630,0.8614485752473153
12881.0,1,21,298.0,42.57142857142857,2011-03-09 11:44:00,2011-03-09 11:44:00,0,275,0.8612765401867202
16339.0,1,23,109.95,5.4975000000000005,2011-02-28 13:41:00,2011-02-28 13:41:00,0,283,0.8602705062535917
17401.0,1,34,114.85,9.570833333333333,2010-06-16 16:54:00,2010-06-16 16:54:00,0,540,0.8599019697278828
16089.0,2,122,271.44,5.4288,2010-07-18 15:51:00,2010-11-18 13:51:00,122,385,0.8597188138132532
16963.0,1,35,110.55,15.792857142857144,2011-06-05 13:48:00,2011-06-05 13:48:00,0,186,0.8596904590335377
16649.0,1,82,306.58000000000004,15.329000000000002,2010-07-07 15:41:00,2010-07-07 15:41:00,0,519,0.8596537064894898
14630.0,1,111,338.65,16.126190476190477,2010-08-12 16:38:00,2010-08-12 16:38:00,0,483,0.8595888798475063
15479.0,1,38,147.4,16.37777777777778,2009-12-06 15:08:00,2009-12-06 15:08:00,0,732,0.8590876520117118
15718.0,1,95,293.79,16.32166666666667,2010-06-17 16:20:00,2010-06-17 16:20:00,0,539,0.8589330650168537
12655.0,1,80,261.35,16.334375,2010-10-12 09:17:00,2010-10-12 09:17:00,0,423,0.8579846719111203
15982.0,1,131,324.51,7.211333333333333,2010-04-13 15:47:00,2010-04-13 15:47:00,0,604,0.857711135330277
15408.0,1,106,267.18,7.858235294117647,2011-03-20 15:02:00,2011-03-20 15:02:00,0,263,0.8571663600161322
16082.0,1,39,106.75,6.671875,2010-02-07 15:16:00,2010-02-07 15:16:00,0,669,0.8570962748351608
15657.0,1,24,30.0,30.0,2011-11-17 12:19:00,2011-11-17 12:19:00,0,22,0.8569052622934867
16827.0,5,125,392.13,32.6775,2010-04-29 19:07:00,2010-11-11 14:04:00,195,392,0.8566096612997077
13076.0,1,44,135.4,15.044444444444444,2010-09-08 10:27:00,2010-09-08 10:27:00,0,457,0.856604471402951
17910.0,1,121,261.7,10.065384615384614,2009-12-13 16:04:00,2009-12-13 16:04:00,0,725,0.8557378190824119
14791.0,1,127,303.63,15.980526315789474,2010-04-12 10:24:00,2010-04-12 10:24:00,0,606,0.8549668574747948
16483.0,1,44,139.35,7.334210526315789,2011-05-31 13:08:00,2011-05-31 13:08:00,0,191,0.85482401355923
14743.0,1,40,50.48,16.826666666666664,2010-04-26 10:26:00,2010-04-26 10:26:00,0,592,0.8545279516218796
14717.0,1,32,81.3,7.390909090909091,2009-12-06 13:05:00,2009-12-06 13:05:00,0,732,0.8541220456727937
15588.0,1,96,579.6,144.9,2010-01-31 12:19:00,2010-01-31 12:19:00,0,677,0.8541065495647606
18227.0,2,22,388.75,64.79166666666667,2010-08-12 16:45:00,2011-05-06 12:23:00,266,217,0.8540055564243886
12958.0,2,131,539.49,9.464736842105264,2010-05-05 16:22:00,2010-11-04 16:16:00,182,399,0.8539464707011122
16277.0,1,33,188.69,8.203913043478261,2009-12-06 11:27:00,2009-12-06 11:27:00,0,733,0.8534781980454944
16251.0,1,44,128.31,6.4155,2010-07-15 14:55:00,2010-07-15 14:55:00,0,511,0.8533177993036917
17881.0,1,32,133.35000000000002,16.668750000000003,2011-02-08 17:16:00,2011-02-08 17:16:00,0,303,0.8532738346077728
13114.0,1,74,234.38,14.64875,2009-12-09 09:56:00,2009-12-09 09:56:00,0,730,0.8532685893417784
14900.0,1,48,13.919999999999998,13.919999999999998,2010-07-05 15:09:00,2010-07-05 15:09:00,0,521,0.8531740064863977
15753.0,1,144,79.2,79.2,2011-02-08 12:41:00,2011-02-08 12:41:00,0,304,0.8531597230465603
18240.0,1,126,422.58,70.42999999999999,2011-10-24 13:06:00,2011-10-24 13:06:00,0,45,0.8527863088164159
14255.0,1,1,1000.63,1000.63,2010-06-11 15:54:00,2010-06-11 15:54:00,0,545,0.8526240702631859
16486.0,1,24,134.36,19.19428571428572,2010-06-20 12:16:00,2010-06-20 12:16:00,0,537,0.8525747211778321
12506.0,1,23,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0,232,0.8525284729893886
12746.0,1,97,254.55,14.973529411764709,2010-06-17 10:41:00,2010-06-17 10:41:00,0,540,0.8524431853973938
14705.0,1,100,179.0,179.0,2011-05-25 12:39:00,2011-05-25 12:39:00,0,198,0.8522986317098784
16074.0,1,39,265.25,10.201923076923077,2010-11-14 13:19:00,2010-11-14 13:19:00,0,389,0.8522531025607318
16035.0,1,33,217.73,10.368095238095238,2010-05-28 15:09:00,2010-05-28 15:09:00,0,559,0.8522086835882746
12995.0,1,108,211.32,70.44,2011-09-15 15:44:00,2011-09-15 15:44:00,0,84,0.8521856228090701
13053.0,1,47,127.65,7.508823529411765,2010-03-28 11:28:00,2010-03-28 11:28:00,0,621,0.8521095380956178
15964.0,1,94,272.96000000000004,12.99809523809524,2010-02-14 15:30:00,2010-02-14 15:30:00,0,662,0.8520974922282069
13130.0,1,32,64.0,32.0,2011-09-06 15:30:00,2011-09-06 15:30:00,0,93,0.8519896292826402
13609.0,1,19,167.35,23.90714285714285,2010-04-25 13:26:00,2010-04-25 13:26:00,0,592,0.8518514190032
14445.0,1,83,221.65,6.9265625,2010-09-10 11:09:00,2010-09-10 11:09:00,0,455,0.8514656148950627
17992.0,1,131,254.13,4.794905660377358,2010-11-15 13:04:00,2010-11-15 13:04:00,0,388,0.8513654386799446
14347.0,1,48,82.6,13.766666666666666,2009-12-03 10:49:00,2009-12-03 10:49:00,0,736,0.8511338055624162
13088.0,1,76,236.11,11.8055,2010-10-18 15:35:00,2010-10-18 15:35:00,0,416,0.8506010196011476
17791.0,1,46,106.1,10.61,2011-11-10 12:09:00,2011-11-10 12:09:00,0,29,0.8504906425578089
16908.0,1,61,252.59,12.6295,2009-12-17 13:35:00,2009-12-17 13:35:00,0,721,0.8504330633127438
15457.0,1,132,237.07,4.087413793103448,2011-03-22 15:31:00,2011-03-22 15:31:00,0,261,0.8503608810164955
17743.0,1,96,229.2,76.39999999999999,2010-09-17 14:54:00,2010-09-17 14:54:00,0,447,0.8499496507159666
14536.0,1,40,171.8,9.042105263157897,2011-03-25 12:21:00,2011-03-25 12:21:00,0,259,0.8497259128949594
16740.0,1,116,236.81,7.176060606060606,2010-11-09 13:34:00,2010-11-09 13:34:00,0,394,0.8497072385805127
15528.0,1,123,229.33,8.820384615384615,2011-03-30 16:14:00,2011-03-30 16:14:00,0,253,0.8495313236776767
13254.0,1,43,51.41,12.8525,2010-11-28 15:42:00,2010-11-28 15:42:00,0,375,0.849488789845564
16196.0,1,26,93.3,23.325,2010-08-08 11:40:00,2010-08-08 11:40:00,0,488,0.8493151365628164
13608.0,1,113,236.2,6.561111111111111,2010-06-17 12:28:00,2010-06-17 12:28:00,0,540,0.8492852152265351
15052.0,1,82,215.78,7.192666666666667,2011-01-24 15:52:00,2011-01-24 15:52:00,0,318,0.8490811785540285
13490.0,1,25,154.25,19.28125,2010-02-23 14:48:00,2010-02-23 14:48:00,0,653,0.8487321381050301
15490.0,1,85,217.6,7.771428571428571,2010-10-05 13:11:00,2010-10-05 13:11:00,0,429,0.8486962401506627
12861.0,1,27,68.25,17.0625,2010-03-30 11:39:00,2010-03-30 11:39:00,0,619,0.8486227147918988
15761.0,1,31,143.05,28.610000000000003,2010-09-23 09:33:00,2010-09-23 09:33:00,0,442,0.8485506082712783
17558.0,1,54,259.17,9.25607142857143,2010-11-11 14:36:00,2010-11-11 14:36:00,0,392,0.8485246965328386
13646.0,2,79,326.25,5.625,2010-11-05 12:00:00,2010-11-05 12:13:00,0,399,0.8481683163046402
17074.0,1,19,203.05,50.7625,2010-05-26 12:04:00,2010-05-26 12:04:00,0,562,0.8478319923407815
14424.0,1,48,322.08,322.08,2011-11-22 11:48:00,2011-11-22 11:48:00,0,17,0.8477425077448346
18129.0,1,48,112.55,8.039285714285715,2011-04-10 14:16:00,2011-04-10 14:16:00,0,242,0.8477113500939066
17803.0,1,98,184.66,6.839259259259259,2010-11-12 13:53:00,2010-11-12 13:53:00,0,391,0.8476585866039382
13688.0,1,130,375.5,75.1,2010-03-14 14:11:00,2010-03-14 14:11:00,0,634,0.8475753699239702
12496.0,2,33,54.09,4.160769230769231,2010-03-29 13:57:00,2010-03-29 14:06:00,0,619,0.8475649257030171
