Customer_ID,total_transactions,total_quantity,total_revenue,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,recency_days
12379.0,4,815,1620.22,20.002716049382716,2010-06-23 12:49:00,2011-09-19 10:09:00,452,81
12380.0,11,3355,9676.300000000001,34.93249097472925,2010-02-15 12:05:00,2011-11-18 11:27:00,640,21
12381.0,5,808,1845.31,21.21045977011494,2011-08-12 09:57:00,2011-12-05 12:44:00,115,4
12383.0,5,1532,1850.56,18.69252525252525,2010-12-22 14:28:00,2011-06-08 08:02:00,167,184
12384.0,2,126,585.27,21.676666666666666,2011-08-10 11:23:00,2011-11-11 08:39:00,92,28
12385.0,1,612,1938.4,29.821538461538463,2010-11-25 15:14:00,2010-11-25 15:14:00,0,378
12386.0,2,568,660.8,36.71111111111111,2010-12-08 09:53:00,2011-01-06 12:37:00,29,337
12387.0,1,134,143.94,15.993333333333332,2010-10-20 16:27:00,2010-10-20 16:27:00,0,414
12388.0,8,2001,3901.11,26.719931506849317,2010-05-06 12:54:00,2011-11-24 12:30:00,566,15
12389.0,3,614,1433.33,29.251632653061222,2010-02-22 10:15:00,2010-11-02 11:52:00,253,402
12390.0,1,353,549.84,17.1825,2011-09-21 09:33:00,2011-09-21 09:33:00,0,79
12391.0,6,1220,2773.42,9.86982206405694,2010-02-15 10:12:00,2011-11-18 12:07:00,641,21
12392.0,1,73,234.75000000000003,33.53571428571429,2010-04-27 14:04:00,2010-04-27 14:04:00,0,590
12393.0,6,1311,2399.4500000000003,22.42476635514019,2010-10-07 13:49:00,2011-09-28 15:41:00,356,71
12394.0,2,819,1272.48,47.12888888888889,2011-05-06 14:01:00,2011-10-07 08:08:00,153,63
12395.0,15,3733,5067.27,19.94988188976378,2010-04-16 10:16:00,2011-11-20 15:21:00,583,18
12396.0,1,591,931.43,14.329692307692307,2010-02-03 13:22:00,2010-02-03 13:22:00,0,673
12397.0,2,1263,2409.9,19.126190476190477,2011-07-27 14:21:00,2011-11-04 09:52:00,99,35
12398.0,1,1394,1635.6599999999999,19.24305882352941,2011-10-25 10:27:00,2011-10-25 10:27:00,0,45
12399.0,7,2198,1962.3,17.83909090909091,2010-03-05 08:45:00,2011-08-12 13:15:00,525,118
12400.0,1,91,205.25,18.65909090909091,2010-10-21 13:45:00,2010-10-21 13:45:00,0,413
12401.0,1,11,84.3,16.86,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302
12402.0,6,584,1256.9,17.955714285714286,2010-02-07 12:41:00,2011-01-20 13:49:00,347,322
12403.0,2,260,1019.36,113.26222222222222,2010-07-06 11:39:00,2011-10-21 10:51:00,471,49
12404.0,1,1,63.24,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,0,681
12405.0,1,857,1710.39,31.67388888888889,2011-07-14 08:52:00,2011-07-14 08:52:00,0,148
12406.0,5,3416,6390.36,38.49614457831325,2010-01-11 14:04:00,2011-11-17 19:22:00,675,21
12407.0,5,1416,1708.1200000000001,22.183376623376624,2011-03-20 13:21:00,2011-10-21 10:11:00,214,49
12408.0,8,2229,4340.7699999999995,27.300440251572326,2010-07-29 13:27:00,2011-11-07 12:27:00,465,32
12409.0,7,13143,23419.29,88.70943181818183,2010-05-23 15:21:00,2011-09-22 10:38:00,486,78
12410.0,3,341,1013.71,25.342750000000002,2010-07-25 13:26:00,2011-02-04 10:39:00,193,308
12411.0,1,138,346.9,15.768181818181818,2010-10-26 09:25:00,2010-10-26 09:25:00,0,409
12412.0,6,1997,2596.93,20.448267716535433,2010-06-18 13:22:00,2011-09-26 10:16:00,464,74
12413.0,4,319,999.45,19.597058823529412,2010-11-02 13:26:00,2011-10-04 09:00:00,335,66
12414.0,6,495,952.41,34.01464285714285,2010-09-02 12:22:00,2011-05-06 14:51:00,246,216
12415.0,28,91447,144458.37,156.00255939524837,2010-06-30 08:30:00,2011-11-15 14:22:00,503,23
12416.0,1,132,202.56,18.414545454545454,2010-02-21 10:19:00,2010-02-21 10:19:00,0,656
12417.0,20,2890,6816.91,18.42408108108108,2009-12-06 10:30:00,2011-12-06 14:52:00,730,2
12418.0,4,1088,2021.2,19.815686274509805,2010-03-19 14:47:00,2011-08-19 11:08:00,517,112
12419.0,2,231,503.01,20.1204,2010-10-22 10:40:00,2010-11-19 10:04:00,27,385
12420.0,1,345,600.39,20.70310344827586,2011-10-07 08:55:00,2011-10-07 08:55:00,0,63
12421.0,6,652,1098.6,16.90153846153846,2010-07-22 13:57:00,2011-11-24 09:07:00,489,15
12422.0,17,2596,5231.8,30.417441860465118,2009-12-18 12:44:00,2011-09-05 09:48:00,625,95
12423.0,10,1793,2622.39,15.893272727272727,2010-08-31 09:31:00,2011-12-09 10:10:00,465,0
12424.0,4,2025,3340.03,36.30467391304348,2010-06-09 15:15:00,2011-06-30 12:06:00,385,162
12425.0,2,1147,1741.41,19.136373626373626,2010-09-17 14:10:00,2011-09-22 17:31:00,370,77
12426.0,2,584,1345.21,17.470259740259742,2010-02-15 08:41:00,2011-05-29 12:26:00,468,194
12427.0,3,612,1129.3,27.54390243902439,2010-12-03 10:44:00,2011-11-18 08:56:00,349,21
12428.0,9,3536,7956.46,27.062789115646257,2011-03-01 09:33:00,2011-11-14 08:22:00,257,25
12429.0,8,3344,7485.91,43.27115606936416,2010-06-11 13:28:00,2011-11-30 17:22:00,537,8
12430.0,1,117,256.4,23.30909090909091,2011-10-27 15:09:00,2011-10-27 15:09:00,0,42
12431.0,27,4717,10857.97,26.8098024691358,2010-01-15 09:04:00,2011-11-04 11:55:00,658,35
12432.0,5,1801,5059.32,46.845555555555556,2011-06-20 13:27:00,2011-10-28 11:43:00,129,42
12433.0,10,17116,20581.26,29.151926345609063,2010-08-20 09:23:00,2011-12-09 10:02:00,476,0
12434.0,3,532,1103.43,15.763285714285715,2010-11-23 13:38:00,2011-09-16 12:38:00,296,84
12435.0,6,4958,13925.93,124.33866071428572,2009-12-02 13:58:00,2011-09-21 09:06:00,657,79
12436.0,1,211,509.01,31.813125,2011-09-01 12:09:00,2011-09-01 12:09:00,0,99
12437.0,39,8000,12683.4,22.52824156305506,2009-12-02 16:24:00,2011-12-08 11:35:00,735,1
12438.0,2,1180,2906.85,29.66173469387755,2011-07-22 13:29:00,2011-11-25 13:28:00,125,13
12439.0,2,484,1158.18,16.085833333333333,2009-12-14 08:40:00,2010-01-26 12:11:00,43,682
12440.0,2,331,859.2,26.85,2009-12-22 12:03:00,2010-09-03 13:11:00,255,461
12441.0,1,242,347.1,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,0,366
12442.0,1,182,172.06,14.338333333333333,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2
12443.0,1,182,485.31,23.11,2009-12-07 15:42:00,2009-12-07 15:42:00,0,731
12444.0,5,1153,5005.46,28.440113636363638,2011-06-21 14:00:00,2011-11-18 13:23:00,149,20
12445.0,2,206,434.98,18.124166666666667,2010-10-15 12:28:00,2011-11-17 18:43:00,398,21
12446.0,1,351,1002.3100000000001,17.584385964912283,2011-10-13 12:50:00,2011-10-13 12:50:00,0,57
12447.0,1,190,476.49,18.326538461538462,2011-04-10 13:25:00,2011-04-10 13:25:00,0,242
12448.0,1,243,449.45,20.429545454545455,2011-10-26 13:46:00,2011-10-26 13:46:00,0,43
12449.0,6,2282,4835.89,24.05915422885572,2010-09-27 09:37:00,2011-11-17 13:46:00,416,21
12450.0,5,442,688.2,18.6,2010-08-22 13:11:00,2011-07-06 14:41:00,318,155
12451.0,8,9359,12669.88,24.794285714285714,2010-06-28 12:58:00,2011-11-29 08:40:00,518,10
12452.0,2,185,430.57,19.571363636363635,2011-11-23 08:05:00,2011-11-23 10:28:00,0,16
12453.0,1,473,707.09,16.443953488372095,2011-07-28 14:08:00,2011-07-28 14:08:00,0,133
12454.0,5,7703,16679.78,416.99449999999996,2010-10-14 17:33:00,2011-10-14 17:13:00,364,55
12455.0,10,3302,5879.95,25.902863436123347,2009-12-18 12:33:00,2011-09-27 15:31:00,648,72
12456.0,3,1633,3181.04,25.44832,2011-03-30 09:12:00,2011-10-26 14:41:00,210,43
12457.0,8,1094,2995.91,35.665595238095236,2010-09-30 17:59:00,2011-10-04 13:13:00,368,65
12458.0,4,986,1777.49,21.160595238095237,2010-08-09 10:33:00,2011-09-29 15:25:00,416,70
12459.0,1,258,454.36,19.754782608695653,2010-04-13 14:53:00,2010-04-13 14:53:00,0,604
12460.0,1,170,326.65,18.147222222222222,2010-09-09 13:51:00,2010-09-09 13:51:00,0,455
12461.0,2,287,826.88,23.62514285714286,2011-07-08 10:23:00,2011-09-06 16:57:00,60,93
12462.0,2,536,1189.59,19.186935483870965,2011-02-09 14:44:00,2011-11-21 09:11:00,284,18
12463.0,4,776,1344.78,16.202168674698793,2011-04-12 12:47:00,2011-10-17 13:44:00,188,52
12464.0,8,112,1212.05,41.79482758620689,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9
12465.0,2,479,742.1899999999999,15.79127659574468,2011-06-23 13:37:00,2011-11-22 16:34:00,152,16
12466.0,1,1,56.73,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,0,681
12467.0,1,129,132.8,14.755555555555556,2010-10-12 15:41:00,2010-10-12 15:41:00,0,422
12468.0,5,2201,3670.74,24.4716,2010-01-26 10:09:00,2011-06-05 11:36:00,495,187
12469.0,2,2552,3070.54,40.40184210526316,2010-06-21 10:30:00,2010-07-05 12:40:00,14,522
12470.0,1,95,211.95,9.215217391304348,2010-01-19 11:01:00,2010-01-19 11:01:00,0,689
12471.0,79,16882,39963.79,35.148452066842566,2009-12-07 10:41:00,2011-12-07 15:43:00,730,1
12472.0,19,11350,17880.59,19.62743139407245,2009-12-14 10:49:00,2011-11-07 14:01:00,693,31
12473.0,5,2439,3938.5499999999997,23.443749999999998,2011-06-01 10:15:00,2011-11-10 13:46:00,162,28
12474.0,31,7954,12424.45,17.499225352112678,2010-02-11 09:41:00,2011-11-22 14:39:00,649,16
12475.0,2,771,1149.64,18.846557377049184,2010-10-26 08:49:00,2011-10-17 10:10:00,356,53
12476.0,23,5645,14115.41,27.35544573643411,2010-07-26 09:04:00,2011-11-24 12:40:00,486,15
12477.0,9,6119,20276.37,35.95101063829787,2010-03-26 14:01:00,2011-11-17 09:51:00,600,22
12478.0,1,236,680.99,18.91638888888889,2011-12-06 09:56:00,2011-12-06 09:56:00,0,3
12479.0,1,385,527.2,17.006451612903227,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10
12480.0,7,2952,5464.85,22.58202479338843,2010-07-20 13:21:00,2011-11-11 14:52:00,479,27
12481.0,15,7253,12361.39,31.61480818414322,2010-04-11 13:10:00,2011-11-17 08:29:00,584,22
12482.0,29,27042,23691.4,116.1343137254902,2010-02-24 10:24:00,2010-05-12 16:51:00,77,575
12483.0,19,2172,5120.58,36.83870503597122,2010-01-31 13:28:00,2011-11-22 17:02:00,660,16
12484.0,12,3271,6370.15,13.410842105263157,2010-01-27 16:41:00,2011-11-07 11:37:00,648,32
12485.0,1,414,708.1,20.826470588235296,2010-06-28 15:22:00,2010-06-28 15:22:00,0,528
12486.0,1,523,1037.28,21.168979591836734,2010-10-04 12:14:00,2010-10-04 12:14:00,0,431
12487.0,1,174,285.29999999999995,142.64999999999998,2009-12-09 11:36:00,2009-12-09 11:36:00,0,730
12488.0,3,529,1298.66,23.612000000000002,2011-09-25 10:34:00,2011-11-30 08:50:00,65,9
12489.0,1,105,334.93,22.328666666666667,2011-01-07 13:13:00,2011-01-07 13:13:00,0,335
12490.0,21,5906,9823.64,21.26329004329004,2009-12-01 12:52:00,2011-12-04 16:07:00,733,4
12491.0,1,260,460.40000000000003,17.70769230769231,2011-11-01 12:18:00,2011-11-01 12:18:00,0,38
12492.0,3,444,715.21,17.028809523809525,2010-11-01 14:58:00,2011-10-07 15:15:00,340,62
12493.0,2,207,433.74,19.715454545454545,2011-05-26 14:53:00,2011-06-27 10:17:00,31,165
12494.0,9,988,1872.8700000000001,16.872702702702703,2010-05-12 13:52:00,2011-11-24 09:34:00,560,15
12495.0,1,130,357.4,21.023529411764706,2010-03-09 10:53:00,2010-03-09 10:53:00,0,640
12496.0,2,33,54.09,4.160769230769231,2010-03-29 13:57:00,2010-03-29 14:06:00,0,619
12497.0,3,5685,6248.5,109.62280701754386,2010-03-05 09:39:00,2011-09-19 12:29:00,563,81
12498.0,3,159,403.70000000000005,17.55217391304348,2011-10-13 09:30:00,2011-11-18 12:53:00,36,20
12499.0,1,302,393.72,14.582222222222223,2010-05-28 15:12:00,2010-05-28 15:12:00,0,559
12500.0,19,3377,5955.21,40.7891095890411,2010-02-04 15:05:00,2011-11-16 16:20:00,650,22
12501.0,1,1783,2169.39,14.559664429530201,2011-01-07 12:28:00,2011-01-07 12:28:00,0,336
12502.0,5,820,3723.87,25.332448979591835,2011-02-03 10:41:00,2011-09-05 11:52:00,214,95
12503.0,1,561,1126.0,563.0,2010-05-04 13:59:00,2010-05-04 13:59:00,0,583
12504.0,4,458,779.05,38.9525,2010-04-22 10:24:00,2011-11-21 16:02:00,578,17
12505.0,1,324,955.2,22.742857142857144,2010-10-27 09:18:00,2010-10-27 09:18:00,0,408
12506.0,1,23,73.5,3.1956521739130435,2011-04-21 08:54:00,2011-04-21 08:54:00,0,232
12507.0,4,1256,1844.06,37.633877551020404,2010-05-04 09:23:00,2011-07-28 17:09:00,450,133
12508.0,2,272,398.27,5.772028985507246,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25
12509.0,1,55,176.5,25.214285714285715,2011-02-28 14:45:00,2011-02-28 14:45:00,0,283
12510.0,9,2049,5178.02,35.71048275862069,2009-12-04 13:47:00,2011-07-20 10:15:00,592,142
12511.0,1,1753,3084.02,16.231684210526314,2010-10-07 10:39:00,2010-10-07 10:39:00,0,428
12512.0,2,99,138.03,4.059705882352941,2011-10-04 14:53:00,2011-10-04 14:55:00,0,65
12513.0,1,462,612.29,17.494,2011-08-19 10:51:00,2011-08-19 10:51:00,0,112
12514.0,2,840,1597.76,19.02095238095238,2010-03-08 12:18:00,2011-03-17 16:38:00,374,266
12515.0,1,131,383.7,23.98125,2010-12-21 15:43:00,2010-12-21 15:43:00,0,352
12516.0,4,1952,2648.62,35.792162162162164,2010-04-19 14:14:00,2011-09-23 09:13:00,521,77
12517.0,5,1371,2502.84,8.812816901408452,2011-06-02 15:13:00,2011-11-11 14:04:00,161,27
12518.0,5,1318,2056.89,16.58782258064516,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0
12519.0,2,395,726.54,18.1635,2010-08-20 08:21:00,2011-10-07 09:26:00,413,63
12520.0,5,1439,2634.26,17.330657894736845,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78
12521.0,1,309,599.68,15.781052631578946,2011-07-20 10:51:00,2011-07-20 10:51:00,0,142
12522.0,2,194,192.72,16.06,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38
12523.0,23,2275,4372.15,17.488599999999998,2009-12-07 13:46:00,2011-11-20 12:55:00,712,18
12524.0,17,7178,11126.11,46.35879166666667,2010-02-08 14:41:00,2011-11-30 15:31:00,660,8
12525.0,3,509,973.73,16.228833333333334,2010-03-02 14:01:00,2010-07-29 16:08:00,149,497
12526.0,3,632,1316.66,18.54450704225352,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0
12527.0,5,526,735.51,22.9846875,2010-06-28 15:37:00,2011-09-19 11:55:00,447,81
12528.0,6,756,1933.48,21.01608695652174,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8
12529.0,1,192,316.48,15.07047619047619,2010-06-29 13:10:00,2010-06-29 13:10:00,0,527
12530.0,9,2713,3759.26,23.792784810126584,2010-03-07 14:37:00,2011-10-11 12:34:00,582,59
12531.0,2,1119,1933.2,15.222047244094489,2010-01-22 14:17:00,2011-11-25 11:12:00,671,14
12532.0,1,153,349.83000000000004,21.864375000000003,2011-11-09 13:47:00,2011-11-09 13:47:00,0,29
12533.0,2,704,1367.89,18.998472222222222,2009-12-01 11:50:00,2010-03-22 10:56:00,110,627
12534.0,1,651,1089.18,17.28857142857143,2011-08-01 10:26:00,2011-08-01 10:26:00,0,130
12535.0,2,219,716.35,21.069117647058825,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91
12536.0,3,2803,12601.830000000002,48.282873563218395,2011-10-11 14:52:00,2011-10-27 14:20:00,15,42
12537.0,1,449,732.94,17.04511627906977,2010-10-27 08:36:00,2010-10-27 08:36:00,0,408
12538.0,2,336,640.45,18.836764705882356,2010-11-26 13:02:00,2011-11-10 17:16:00,349,28
12539.0,7,4535,11214.75,22.251488095238095,2009-12-23 13:00:00,2011-11-17 13:30:00,694,21
12540.0,33,11019,22254.49,28.864448767833984,2009-12-07 16:56:00,2011-11-20 11:31:00,712,19
12541.0,3,680,981.18,18.868846153846153,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29
12542.0,2,522,481.88,12.355897435897436,2010-03-09 16:26:00,2010-08-12 19:12:00,156,483
12543.0,1,688,980.25,22.796511627906977,2010-09-17 15:51:00,2010-09-17 15:51:00,0,447
12544.0,1,136,372.7,19.61578947368421,2011-11-03 16:15:00,2011-11-03 16:15:00,0,35
12545.0,2,523,1000.39,20.0078,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74
12546.0,2,633,1161.5,16.833333333333332,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46
12547.0,3,309,383.58,18.265714285714285,2010-07-27 13:55:00,2011-05-26 12:38:00,302,197
12548.0,1,49,95.19999999999999,19.04,2011-06-26 15:35:00,2011-06-26 15:35:00,0,165
12549.0,6,1366,1575.68,32.15673469387755,2010-01-11 12:29:00,2010-05-13 12:05:00,121,575
12550.0,1,569,964.83,16.92684210526316,2011-09-21 14:35:00,2011-09-21 14:35:00,0,78
12551.0,1,100,168.0,16.8,2010-12-17 11:23:00,2010-12-17 11:23:00,0,357
12552.0,2,88,437.82,21.891,2011-10-31 12:11:00,2011-11-01 10:02:00,0,38
12553.0,12,2325,4608.75,19.36449579831933,2010-10-12 13:35:00,2011-12-01 16:38:00,415,7
12554.0,1,240,468.5,18.01923076923077,2010-09-17 12:29:00,2010-09-17 12:29:00,0,448
12555.0,1,1,129.23,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,0,681
12556.0,2,358,603.71,4.989338842975207,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49
12557.0,8,6782,18716.14,322.69206896551725,2009-12-17 10:39:00,2011-11-23 16:59:00,706,15
12558.0,1,196,269.96,24.54181818181818,2011-12-02 10:41:00,2011-12-02 10:41:00,0,7
12559.0,2,283,561.71,26.74809523809524,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310
12560.0,3,1110,2134.01,20.323904761904764,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4
12561.0,1,177,238.85,14.928125,2011-02-10 11:39:00,2011-02-10 11:39:00,0,302
12562.0,9,2327,4966.92,23.99478260869565,2010-09-30 13:13:00,2011-12-01 17:20:00,427,7
12563.0,1,113,249.24,19.172307692307694,2010-10-27 09:52:00,2010-10-27 09:52:00,0,408
12564.0,1,133,456.9,21.757142857142856,2011-03-23 14:55:00,2011-03-23 14:55:00,0,260
12565.0,1,80,145.92,16.21333333333333,2011-02-24 10:34:00,2011-02-24 10:34:00,0,288
12566.0,1,265,351.65,18.507894736842104,2011-09-14 14:30:00,2011-09-14 14:30:00,0,85
12567.0,15,6086,13709.86,21.455179968701096,2010-02-11 10:30:00,2011-11-17 11:02:00,644,22
12568.0,1,48,70.0,14.0,2010-03-05 09:15:00,2010-03-05 09:15:00,0,644
12569.0,32,1801,4124.69,21.939840425531912,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1
12570.0,1,1,77.52,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,0,681
12571.0,2,523,519.61,15.28264705882353,2011-08-10 12:35:00,2011-10-31 10:19:00,81,39
12572.0,2,452,1020.42,17.006999999999998,2011-10-19 08:20:00,2011-12-01 09:20:00,43,8
12573.0,5,479,717.41,6.028655462184874,2010-08-31 17:25:00,2011-04-26 15:52:00,237,226
12574.0,1,61,218.45,19.85909090909091,2011-01-28 09:20:00,2011-01-28 09:20:00,0,315
12575.0,2,315,622.8199999999999,16.389999999999997,2010-07-01 09:15:00,2010-09-08 13:09:00,69,456
12576.0,8,1494,2142.72,15.08957746478873,2010-07-01 13:46:00,2011-11-04 10:11:00,490,35
12577.0,8,1197,1653.75,5.4759933774834435,2009-12-03 19:31:00,2011-11-04 13:24:00,700,34
12578.0,4,2380,4642.45,26.99098837209302,2010-09-22 11:19:00,2011-11-18 13:30:00,422,20
12579.0,1,285,440.42,15.18689655172414,2011-09-22 17:15:00,2011-09-22 17:15:00,0,77
12580.0,2,569,1052.9,18.153448275862072,2010-05-12 11:45:00,2011-04-07 10:24:00,329,246
12581.0,1,161,197.71,13.180666666666667,2011-10-31 08:56:00,2011-10-31 08:56:00,0,39
12582.0,4,985,1980.4,19.22718446601942,2010-05-11 09:55:00,2011-04-15 08:45:00,338,238
12583.0,27,8984,14447.44,31.003090128755368,2009-12-06 11:57:00,2011-12-07 08:07:00,730,2
12584.0,9,416,2338.15,24.355729166666666,2011-03-04 15:15:00,2011-12-06 09:35:00,276,3
12585.0,2,1279,2040.1,23.44942528735632,2010-12-23 12:58:00,2011-04-19 13:39:00,117,233
12586.0,4,687,2062.67,21.943297872340427,2009-12-16 13:15:00,2011-11-22 16:24:00,706,16
12587.0,1,51,144.0,36.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,7
12588.0,4,438,958.78,20.84304347826087,2010-04-21 12:22:00,2011-10-31 15:01:00,558,38
12589.0,8,1764,4695.66,26.087,2010-01-19 12:26:00,2011-11-11 10:19:00,660,28
12590.0,2,4283,9864.26,145.06264705882353,2011-05-12 14:46:00,2011-05-12 14:52:00,0,210
12591.0,3,677,1352.15,19.596376811594205,2010-10-27 10:42:00,2011-01-26 14:35:00,91,316
12592.0,5,1875,2582.66,31.88469135802469,2010-07-08 14:06:00,2011-09-08 15:04:00,427,91
12593.0,3,206,418.09999999999997,19.909523809523808,2011-05-05 09:29:00,2011-08-23 12:43:00,110,108
12594.0,15,2768,5090.110000000001,25.57844221105528,2010-03-03 13:51:00,2011-11-02 12:20:00,608,37
12595.0,1,271,299.02,15.737894736842104,2010-07-23 09:10:00,2010-07-23 09:10:00,0,504
12596.0,2,474,618.27,22.898888888888887,2011-04-11 13:22:00,2011-10-19 13:02:00,190,50
12597.0,4,2236,3811.22,18.50106796116505,2011-03-16 14:00:00,2011-11-20 13:33:00,248,18
12598.0,11,2906,4534.09,22.01014563106796,2010-03-01 09:58:00,2011-11-30 12:18:00,639,9
12599.0,13,2189,2296.72,17.268571428571427,2010-05-11 10:42:00,2011-11-10 13:34:00,548,28
12600.0,21,1414,5043.92,38.21151515151515,2009-12-07 13:37:00,2011-11-11 10:29:00,703,28
12601.0,6,290,681.26,20.03705882352941,2010-10-31 10:57:00,2011-06-03 10:17:00,214,189
12602.0,1,162,153.12,12.76,2011-10-12 11:22:00,2011-10-12 11:22:00,0,58
12603.0,1,63,739.1999999999999,369.59999999999997,2011-11-18 10:42:00,2011-11-18 10:42:00,0,21
12604.0,2,201,254.18,15.88625,2011-03-23 12:06:00,2011-09-21 14:08:00,182,78
12605.0,4,929,1232.95,16.223026315789475,2010-09-07 14:21:00,2010-11-28 14:18:00,81,375
12606.0,1,1,21.0,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,0,681
12607.0,1,1228,1579.51,15.63871287128713,2011-10-10 16:06:00,2011-10-10 16:06:00,0,59
12608.0,1,323,415.79,25.986875,2010-10-31 10:49:00,2010-10-31 10:49:00,0,404
12609.0,9,1553,3435.86,19.633485714285715,2009-12-20 13:30:00,2011-09-22 16:34:00,641,77
12610.0,5,1049,2099.54,19.80698113207547,2011-08-05 13:52:00,2011-11-17 09:34:00,103,22
12611.0,1,846,1193.32,18.35876923076923,2011-10-18 13:12:00,2011-10-18 13:12:00,0,51
12612.0,1,262,704.0400000000001,37.054736842105264,2011-09-26 15:35:00,2011-09-26 15:35:00,0,73
12613.0,10,4163,6835.07,20.90235474006116,2009-12-14 13:10:00,2011-10-13 14:59:00,668,56
