churn,total_revenue_log,avg_order_value_log,total_quantity_log,total_transactions_log,customer_lifetime_days_log
1,7.570133925870446,3.428213746282027,6.418364935936212,0.6931471805599453,0.0
1,6.4949633954875114,3.6299547754639065,6.343880434126331,1.0986122886681098,3.4011973816621555
1,4.976319863681136,2.8328211102798595,4.90527477843843,0.6931471805599453,0.0
0,8.269272711457157,3.322151703425768,7.601901959875166,2.1972245773362196,6.340359303727752
1,7.268453120207762,3.4095501550224383,6.421622267806518,1.3862943611198906,5.537334267018537
0,6.311444385858925,2.9004595930465586,5.869296913133774,0.6931471805599453,0.0
0,7.928196995326099,2.385990331547154,7.107425474110705,1.9459101490553132,6.464588303689961
1,5.462771921513567,3.5419939852780904,4.30406509320417,0.6931471805599453,0.0
0,7.783411498760109,3.153793853907836,7.179307969504034,1.9459101490553132,5.877735781779639
0,7.149508589545504,3.8738825974239592,6.709304340258298,1.0986122886681098,5.0369526024136295
0,8.53075481547577,3.042133008632149,8.225235324101668,2.772588722239781,6.369900982828227
1,6.837794081676172,2.7297916214293445,6.3835066348840055,0.6931471805599453,0.0
0,7.7877554007552545,3.002021975651514,7.142036574706803,1.0986122886681098,4.605170185988092
0,7.400412858792405,3.0078119606453666,7.240649694255466,0.6931471805599453,0.0
0,7.582382009904704,2.9359340147510258,7.695757990554761,2.0794415416798357,6.26530121273771
1,5.32908902521479,2.9785398730136183,4.5217885770490405,0.6931471805599453,0.0
1,4.446174454497633,2.882563575448353,2.4849066497880004,0.6931471805599453,0.0
1,7.137198942844827,2.9421054314930317,6.371611847231857,1.9459101490553132,5.8522024797744745
0,6.927910785185701,4.738496001927619,5.564520407322694,1.0986122886681098,6.156978985585555
1,4.162626069638506,4.162626069638506,0.6931471805599453,0.6931471805599453,0.0
0,7.445061184797548,3.48657625400139,6.754604099487962,0.6931471805599453,0.0
0,8.762702357276806,3.6762030615310155,8.136518252115291,1.791759469228055,6.516193076042964
0,7.4437338971514055,3.1434354969911857,7.256297239690681,1.791759469228055,5.3706380281276624
0,8.37603737805411,3.342877361120851,7.709756864454165,2.1972245773362196,6.144185634125646
0,10.061358019654037,4.4965759120117506,9.483720659717104,2.0794415416798357,6.18826412308259
1,6.9223581363660704,3.2711930948137895,5.834810737062605,1.3862943611198906,5.267858159063328
1,5.8519150821578965,2.819483151244314,4.9344739331306915,0.6931471805599453,0.0
0,7.862470253064629,3.0656438829769543,7.599901959208498,1.9459101490553132,6.142037405587356
0,6.908205177762502,3.0251482900453106,5.768320995793772,1.6094379124341003,5.817111159963204
1,6.860045031492727,3.5557663413451355,6.206575926724928,1.9459101490553132,5.5093883366279774
0,11.88075357052652,5.056262107095996,11.423525783705614,3.367295829986474,6.222576268071369
1,5.315960801720632,2.966022550833615,4.890349128221754,0.6931471805599453,0.0
0,8.827308252258714,2.9665135891414955,7.969357742016346,3.044522437723423,6.594413459749778
0,7.6119413066572985,3.035706850293672,6.9930151229329605,1.6094379124341003,6.249975242259483
1,6.222596109144375,3.050239398052652,5.44673737166631,1.0986122886681098,3.332204510175204
0,6.3992436425478765,3.0774552663701726,5.846438775057725,0.6931471805599453,0.0
0,7.00270175629109,2.8848866567254094,6.481577129276431,1.9459101490553132,6.194405391104672
0,8.562701786647002,3.447363211959262,7.862112211662748,2.8903717578961645,6.439350371100098
0,7.872222653526559,2.826915479205745,7.492203042618741,2.3978952727983707,6.144185634125646
0,8.114034421663943,3.6191186247793494,7.613818684808629,1.6094379124341003,5.955837369464831
0,7.4630244913725114,3.0025278128045745,7.045776576879511,1.0986122886681098,5.916202062607435
1,7.205048515865767,2.916161856930879,6.371611847231857,1.0986122886681098,6.150602768446279
0,7.030238363196686,3.351443338476413,6.418364935936212,1.3862943611198906,5.857933154483459
0,8.981865132439246,3.334444468011407,8.17103418920548,2.302585092994046,5.552959584921617
0,8.920911441322318,3.790333360461456,8.11522197256233,2.1972245773362196,6.2878585601617845
0,5.5506312951620265,3.190850391869472,4.770684624465665,0.6931471805599453,0.0
0,9.292746745527754,3.325388565348868,8.45914025996762,3.332204510175204,6.490723534502507
0,8.529185001388596,3.8679782307335806,7.496652438168283,1.791759469228055,4.867534450455582
0,9.93218481871349,3.4062488131921858,9.747827400695664,2.3978952727983707,6.1675164908883415
0,7.007084643758051,2.8191911208447404,6.278521424165844,1.3862943611198906,5.6937321388027
0,9.541579654832375,4.831019359517532,8.508959386489133,1.9459101490553132,6.489204931325317
0,6.234430333369278,3.4908285877894865,5.356586274672012,0.6931471805599453,0.0
0,9.44812817095412,3.158201468244851,8.987321812850125,3.6888794541139363,6.601230118728877
0,7.9751692554798295,3.4230154502475263,7.074116816197362,1.0986122886681098,4.836281906951478
1,7.055468137579511,2.838249660106955,6.184148890937483,1.0986122886681098,3.784189633918261
1,6.757164920349636,3.326832966373293,5.805134968916488,1.0986122886681098,5.545177444479562
1,5.8524897948173935,2.8200251566776373,5.493061443340548,0.6931471805599453,0.0
0,5.153638355178593,2.7303551416227103,5.209486152841421,0.6931471805599453,0.0
1,6.186846280636522,3.1826266921930797,5.209486152841421,0.6931471805599453,0.0
0,8.518484357502437,3.382358153784056,7.050989447068045,1.791759469228055,5.0106352940962555
0,6.077596370737269,2.95095280577852,5.332718793265369,1.0986122886681098,5.988961416889864
0,6.9110598129904375,2.922321763919698,5.863631175598097,0.6931471805599453,0.0
1,6.168543217293113,2.961479201216219,5.25227342804663,0.6931471805599453,0.0
0,6.110247083097449,3.06477059855337,5.497168225293202,0.6931471805599453,0.0
0,8.484027231195778,3.221239199052243,7.733245646529795,1.9459101490553132,6.0330862217988015
0,6.5355315046537745,2.975529566236472,6.093569770045136,1.791759469228055,5.765191102784844
0,9.447061726309741,3.250152983453967,9.144200569471638,2.1972245773362196,6.251903883165888
0,6.067429722163682,3.0238999939500486,5.225746673713202,1.0986122886681098,0.0
0,6.562571204258897,2.85899308363737,6.161207321695077,0.6931471805599453,0.0
0,9.72201243740933,6.035468274543454,8.949494953477961,1.791759469228055,5.8998973535824915
0,8.679473592468364,3.2922327283821966,8.10258642539079,2.3978952727983707,6.47543271670409
0,8.065277779528966,3.2751926402190246,7.3987862754199485,1.3862943611198906,5.351858133476067
0,8.005337036835723,3.6018388559181505,6.9985096422506015,2.1972245773362196,5.910796644040527
0,7.483519968656931,3.0983157224432105,6.894670039433482,1.6094379124341003,6.0330862217988015
1,6.121088314901487,3.0327767072846767,5.556828061699537,0.6931471805599453,0.0
1,5.791945965485506,2.9521576514354964,5.14166355650266,0.6931471805599453,0.0
0,6.718868216346018,3.203767988346619,5.662960480135946,1.0986122886681098,4.110873864173311
0,7.082204261557526,3.0050356369446267,6.285998094508865,1.0986122886681098,5.652489180268651
0,7.204729049594601,2.8450354616095708,6.655440350367647,1.6094379124341003,5.241747015059643
0,7.100893128209941,3.7564172444951476,4.727387818712341,2.1972245773362196,5.703782474656201
0,6.610951732080795,2.8208595012988225,6.173786103901937,1.0986122886681098,5.030437921392435
1,4.055776969072842,4.055776969072842,0.6931471805599453,0.6931471805599453,0.0
1,4.896346147694128,2.757193036761808,4.867534450455582,0.6931471805599453,0.0
1,8.208420943133293,3.237564106021083,7.697121317282625,1.791759469228055,6.206575926724928
1,8.029934343472139,3.723325375137594,7.845024417241484,1.0986122886681098,2.70805020110221
1,5.3610573963692225,2.323878509619675,4.564348191467836,0.6931471805599453,0.0
0,10.595754095448541,3.587634127960253,9.734062477477194,4.382026634673881,6.594413459749778
0,9.791526970948304,3.0266218110459726,9.337061124755339,2.995732273553991,6.542471960506805
0,8.278821782571185,3.1963745595216873,7.799753318287247,1.791759469228055,5.093750200806762
0,9.427502067612823,2.9177288583488123,8.981555940771887,3.4657359027997265,6.476972362889683
0,7.048073588295634,2.9880305602054595,6.648984550024776,1.0986122886681098,5.877735781779639
0,9.555093229428618,3.3448191011955166,8.638702608813434,3.1780538303479458,6.18826412308259
0,9.917260764877222,3.6095929985302564,8.719317375506371,2.302585092994046,6.398594934535208
0,6.525014994979364,2.991542955044855,5.4680601411351315,0.6931471805599453,0.0
0,6.269474999863032,2.8907301166170756,5.955837369464831,0.6931471805599453,0.0
0,8.606274923740443,3.160484760523127,7.990576881743923,2.0794415416798357,6.173786103901937
0,9.422414078014738,3.484766424014859,8.889308319842847,2.772588722239781,6.371611847231857
1,10.072909600590481,4.763321256931677,10.205183470748327,3.4011973816621555,4.356708826689592
0,8.541218264178296,3.6333325215043044,7.6838639802564295,2.995732273553991,6.493753839851686
0,8.759535266023915,2.6679808472535016,8.093156697722637,2.5649493574615367,6.47543271670409
1,6.563996560309951,3.0831234803599266,6.028278520230698,0.6931471805599453,0.0
1,6.945320776868279,3.098693996039275,6.261491684321042,0.6931471805599453,0.0
1,5.657040212104069,4.967379785425298,5.1647859739235145,0.6931471805599453,0.0
0,7.169857970780942,3.2032341288782438,6.272877006546167,1.3862943611198906,4.189654742026425
1,5.816902804925467,3.1496829333785823,4.663439094112067,0.6931471805599453,0.0
0,9.192648794844782,3.1029391356128375,8.683893367307235,3.091042453358316,6.598509028614515
0,6.134265345739653,2.9289347926304754,5.564520407322694,0.6931471805599453,0.0
0,6.573973420047142,2.8919710075150427,6.09807428216624,1.3862943611198906,5.831882477283517
0,6.0747481512447195,3.030880018105644,5.337538079701318,1.0986122886681098,3.4657359027997265
0,7.535761090061292,2.883274560192132,6.8966943316227125,2.302585092994046,6.329720905522696
1,5.881649681100775,3.092111400547221,4.875197323201151,0.6931471805599453,0.0
1,4.008968211484625,1.64108564411326,3.5263605246161616,1.0986122886681098,0.0
0,8.740256739530276,4.706126279561379,8.645762292210945,1.3862943611198906,6.335054251498059
0,6.00314605188182,2.9205869742648045,5.075173815233827,1.3862943611198906,3.6109179126442243
1,5.9781766527810465,2.7461306632767597,5.713732805509369,0.6931471805599453,0.0
0,8.692189651745124,3.7326357694379304,8.125039097367745,2.995732273553991,6.478509642208569
1,7.682662153888476,2.7446819522921255,7.486613313139955,0.6931471805599453,0.0
0,8.222787230875806,3.270801980181514,6.710523109452428,1.791759469228055,5.3706380281276624
1,7.027314514039777,6.335054251498059,6.331501849893691,0.6931471805599453,0.0
0,6.659358020193259,3.687691248477127,6.129050210060545,1.6094379124341003,6.361302477572996
1,6.862967096192003,3.1672817333660346,5.783825182329737,0.6931471805599453,0.0
1,4.310799125385514,1.4340487924157905,3.1780538303479458,0.6931471805599453,0.0
0,7.520267076271057,3.6541295483174747,7.136483208590247,1.6094379124341003,6.111467339502679
0,5.989637879766574,1.9128007444606725,5.60947179518496,1.0986122886681098,1.0986122886681098
1,5.178970608915471,3.266304518439312,4.02535169073515,0.6931471805599453,0.0
0,8.552371128165808,3.603062348024854,7.6255950721324535,2.302585092994046,6.385194398997726
1,8.034313419300645,2.8467497944874274,7.469654172932128,0.6931471805599453,0.0
0,4.9346897371814515,1.6213083555927865,4.605170185988092,1.0986122886681098,0.0
0,6.418837907265026,2.917446355155447,6.137727054086234,0.6931471805599453,0.0
1,7.3769836077601205,2.9967793442317308,6.734591659972948,1.0986122886681098,5.926926025970411
1,5.95246380975825,3.2181255434774965,4.882801922586371,0.6931471805599453,0.0
0,7.882171512471631,3.605284837766564,7.577121930876679,1.6094379124341003,6.257667587882639
0,7.825580832414862,2.28368937827197,7.22402480828583,1.791759469228055,5.087596335232384
0,7.629436465014086,2.867206763744666,7.1846291527173145,1.791759469228055,4.700480365792417
0,6.589668980352017,2.953007428093994,5.981414211254481,1.0986122886681098,6.025865973825314
0,7.876737127834484,2.9085749529007487,7.272398392570047,1.791759469228055,5.272999558563747
0,6.39806234681208,2.8202504303932816,5.736572297479192,0.6931471805599453,0.0
0,5.266413817535028,2.836736542063533,5.272999558563747,1.0986122886681098,2.5649493574615367
0,8.383238852219565,2.9171543259288173,7.730174795246222,3.1780538303479458,6.569481420414296
0,9.317139751972052,3.857752476455223,8.878915376576483,2.8903717578961645,6.493753839851686
1,6.882160509570649,2.8465843368911594,6.234410725718371,1.3862943611198906,5.0106352940962555
0,7.183612715167257,2.9726942772462897,6.450470422144176,1.3862943611198906,4.543294782270004
0,6.601922813543027,3.1774156058927057,6.267200548541362,1.791759469228055,6.104793232414985
0,7.567593835498341,3.0917734114397963,6.6293632534374485,1.9459101490553132,5.717027701406222
1,5.760414824222675,2.776983811574003,5.262690188904886,0.6931471805599453,0.0
0,8.232243382929433,3.2105526757655762,7.906178840394815,2.302585092994046,6.368187186350492
0,7.567449083282863,2.786371257991002,7.02108396428914,1.0986122886681098,6.51025834052315
0,5.860301775655642,3.1295800223826125,5.0369526024136295,0.6931471805599453,0.0
1,7.221755471439273,2.9956558817473224,6.558197802812269,1.0986122886681098,4.709530201312334
0,6.9940980992041535,2.9062763526585442,6.480044561926653,0.6931471805599453,0.0
0,6.575563866544399,3.0941792397258374,5.393627546352362,1.0986122886681098,4.553876891600541
0,9.441676670894656,3.897576628467179,7.938802248154481,1.3862943611198906,2.772588722239781
1,6.598427281404094,2.892875081912714,6.1092475827643655,0.6931471805599453,0.0
0,6.463731238695349,2.9875370192995274,5.820082930352362,1.0986122886681098,5.857933154483459
0,9.325074319439649,3.1463691340814526,8.419800845407588,2.0794415416798357,6.543911845564792
0,10.010343998731724,3.3966687685498056,9.307467082706905,3.5263605246161616,6.569481420414296
0,6.889774590946187,2.989152985116472,6.523562306149512,1.3862943611198906,5.529429087511423
1,6.179768175579484,2.5919580427989604,6.259581464064923,1.0986122886681098,5.056245805348308
1,6.888827269096618,3.16953899967895,6.535241271013659,0.6931471805599453,0.0
0,5.923453336491439,3.026057261505345,4.919980925828125,0.6931471805599453,0.0
0,6.9091443138264115,3.044893797332336,6.261491684321042,1.0986122886681098,5.220355825078324
0,7.058328137461511,2.8810693652338513,6.452048954437226,1.0986122886681098,3.4657359027997265
1,5.952151829722441,2.9583270542511224,5.736572297479192,1.3862943611198906,5.713732805509369
0,4.566429357671661,2.997730276216664,3.912023005428146,0.6931471805599453,0.0
1,7.363076649441731,3.5012458541843934,7.220373836723949,1.9459101490553132,4.804021044733257
0,6.872987835288763,2.8862991485841767,6.345636360828596,0.6931471805599453,0.0
1,5.1298987149230735,2.8791984572980396,4.61512051684126,0.6931471805599453,0.0
0,6.084089306213804,3.130743820209868,4.48863636973214,1.0986122886681098,0.0
0,8.435928904585275,3.0137929825478422,7.75190533307861,2.5649493574615367,6.030685260261263
1,6.1516682986483175,2.945450613041285,5.484796933490655,0.6931471805599453,0.0
1,4.869302117979612,4.869302117979612,0.6931471805599453,0.6931471805599453,0.0
0,6.404749004268278,1.789981029236594,5.883322388488279,1.0986122886681098,4.61512051684126
0,9.837194960582092,5.779792659444265,8.82217476094608,2.1972245773362196,6.561030665896573
0,5.601971208509516,3.2403170376483814,5.2832037287379885,0.6931471805599453,0.0
1,6.33276439774036,3.323167197767966,5.648974238161206,1.0986122886681098,2.1972245773362196
0,7.666226609492505,3.0598287327108467,7.01301578963963,1.3862943611198906,4.927253685157205
1,5.480013727948073,2.7680864145462696,5.181783550292085,0.6931471805599453,0.0
0,8.510756520424078,3.2186671074360587,7.752764808851328,2.302585092994046,6.059123195581797
1,5.522420457356946,3.004310757533983,4.736198448394496,0.6931471805599453,0.0
1,6.12665081966305,3.1248790678606895,4.897839799950911,0.6931471805599453,0.0
1,4.989888220951467,2.845684277310332,4.394449154672439,0.6931471805599453,0.0
0,5.865476063654188,2.9708192419362884,5.583496308781699,0.6931471805599453,0.0
0,9.525943498524859,3.111521321145798,8.713910628493924,2.772588722239781,6.4692503167957724
1,4.2626798770413155,2.70805020110221,3.8918202981106265,0.6931471805599453,0.0
0,8.324988557507531,3.1328751555101566,7.496652438168283,3.4965075614664802,5.5254529391317835
1,4.3633533694082605,4.3633533694082605,0.6931471805599453,0.6931471805599453,0.0
0,6.255001200981438,2.7900999431079687,6.261491684321042,1.0986122886681098,4.406719247264253
0,6.928949094989139,2.8907605711873683,6.115892125483034,1.0986122886681098,3.784189633918261
1,6.577040436712936,1.9499954303733897,6.173786103901937,1.791759469228055,5.472270673671475
1,5.391124416134243,3.037789868042472,4.127134385045092,0.6931471805599453,0.0
1,6.435861865217934,2.8558953283661914,5.755742213586912,1.0986122886681098,4.248495242049359
0,7.670297916647234,2.7781716999253976,7.3098814858247865,2.1972245773362196,6.19644412779452
0,7.4114052189990325,1.8681020131903205,7.088408778675395,2.1972245773362196,6.55250788703459
0,8.443212903418239,3.331882614518535,7.7752758464868625,1.6094379124341003,6.0473721790462776
0,6.0899968031722285,2.7842020601069217,5.655991810819852,0.6931471805599453,0.0
1,6.960252847939891,2.9524827660412574,6.345636360828596,1.0986122886681098,5.799092654460526
0,5.291846475417725,2.6518795345733492,5.087596335232384,0.6931471805599453,0.0
1,7.59155894453893,3.007027465320713,6.893656354602635,1.6094379124341003,5.82600010738045
0,9.578341729235134,3.465832464661085,9.103311799217659,3.332204510175204,6.594413459749778
0,7.757542894498013,3.233004707132294,6.0330862217988015,2.302585092994046,5.6240175061873385
1,7.621244157199997,3.196606710015021,7.154615356913663,1.0986122886681098,4.770684624465665
0,7.632241230097758,3.1330258621506926,6.5337888379333435,1.6094379124341003,6.561030665896573
0,4.976733742420574,3.6109179126442243,3.9512437185814275,0.6931471805599453,0.0
0,6.866704091532522,3.0838824945681442,6.0844994130751715,1.6094379124341003,6.326149473155099
0,8.454606896777193,3.2990539079934518,7.475905969367397,2.1972245773362196,6.493753839851686
1,9.196774773912752,4.984035619119783,8.36264243156764,1.0986122886681098,0.0
1,7.210190486770758,3.0251151773939986,6.519147287940395,1.3862943611198906,4.5217885770490405
0,7.856962277297855,3.4930072412151145,7.53689712956617,1.791759469228055,6.059123195581797
0,6.038109554931026,3.0402047398442487,5.332718793265369,1.3862943611198906,4.709530201312334
0,8.535251160425936,3.280100444007612,7.926241523170962,2.772588722239781,6.411818267709897
1,5.703849139100744,2.8176752947178105,5.605802066295998,0.6931471805599453,0.0
0,6.428541364981557,3.1738319678521223,6.163314804034641,1.0986122886681098,5.25227342804663
0,8.245966975595675,2.9704692313092638,7.71289096149013,1.6094379124341003,5.517452896464707
0,8.419600207997298,3.1359352330610557,7.9748769005588755,2.4849066497880004,6.461468176353717
0,7.739672605902305,2.905182175136327,7.691656822810547,2.6390573296152584,6.3080984415095305
0,8.526137075377541,3.6689704575243804,7.254884810077338,3.091042453358316,6.556778356158042
1,6.525410816864686,3.046285588341804,5.673323267171493,1.9459101490553132,5.3706380281276624
0,5.037731519757957,2.6217658325051976,5.093750200806762,0.6931471805599453,0.0
0,6.606920419952056,5.915123313851259,4.1588830833596715,0.6931471805599453,0.0
0,5.541969178493598,2.826499681301754,5.308267697401205,1.0986122886681098,5.209486152841421
1,7.117975685005857,2.8462472277970208,6.835184586147301,1.6094379124341003,4.406719247264253
1,3.091042453358316,3.091042453358316,0.6931471805599453,0.6931471805599453,0.0
0,7.3655028587473295,2.8117320809161335,7.113956109566034,0.6931471805599453,0.0
1,6.03258249782888,3.2953506367029077,5.780743515792329,0.6931471805599453,0.0
0,8.14231354282266,3.026915276178646,7.348587530927593,2.302585092994046,6.464588303689961
0,7.6499497335130995,3.035288561745453,6.956545443151569,1.791759469228055,4.6443908991413725
0,7.085332264745334,2.96314550703675,6.741700694652055,0.6931471805599453,0.0
0,6.558254538791405,3.639025566496529,5.572154032177765,0.6931471805599453,0.0
0,8.829968284089432,3.0865941534195604,8.33423142973486,2.3978952727983707,6.505784060128229
1,5.757639147446912,2.8201877010390604,4.343805421853684,0.6931471805599453,0.0
0,8.655559377568013,3.1029211168018467,8.10711747075039,2.1972245773362196,6.4457198193855785
0,7.031829594084064,3.0885983916301285,6.212606095751519,1.3862943611198906,5.683579767338681
0,5.876418387786464,2.247600784661286,5.365976015021851,0.6931471805599453,0.0
0,5.183523608545955,2.8401942681991796,4.574710978503383,0.6931471805599453,0.0
0,8.238108720109691,3.658775853496703,8.165932137321585,2.3978952727983707,6.300785794663244
0,7.20073081629489,2.744626674398442,7.074963197966044,1.3862943611198906,5.247024072160486
0,10.117663414047277,3.501838075163723,9.542087175590064,3.58351893845611,6.502790045915623
1,5.199049364889368,2.8549015784478566,4.248495242049359,0.6931471805599453,0.0
1,8.229201737777698,3.1207696010451107,7.586803535162581,2.0794415416798357,6.042632833682381
0,6.464790775403018,2.883226407533071,5.87493073085203,1.0986122886681098,4.276666119016055
1,8.549830744582277,3.374969346833981,8.104703468371108,1.6094379124341003,5.953243334287785
0,8.798074188898816,3.1577932750895075,8.147288258706624,2.302585092994046,5.717027701406222
0,8.407273409191232,3.0190517274625024,7.920446505142607,2.0794415416798357,4.867534450455582
0,6.668812575758953,3.0047887010099936,6.1070228877422545,1.3862943611198906,4.110873864173311
1,7.3519409752019005,3.5731068960923134,6.583409222158765,1.0986122886681098,3.6375861597263857
0,7.1482513998271635,3.037713595794093,6.3080984415095305,1.0986122886681098,3.5553480614894135
0,8.155525805954461,2.996980128538792,7.382746449738912,1.9459101490553132,6.455198563340122
1,6.691934848047708,3.177910963000035,6.543911845564792,1.0986122886681098,3.8066624897703196
0,8.644558613454844,2.9732861553123935,8.08301991917133,2.0794415416798357,6.1463292576688975
1,6.19644412779452,3.2386784521643803,5.823045895483019,1.0986122886681098,2.5649493574615367
0,7.983238814926674,2.854802470724258,7.575584651557793,1.6094379124341003,5.908082938168931
1,4.955827057601261,4.955827057601261,0.6931471805599453,0.6931471805599453,0.0
0,9.028975557358438,2.6486077542572546,8.36287583103188,2.5649493574615367,6.1675164908883415
0,6.827076535747527,3.0055691491264676,6.498282149476434,1.0986122886681098,6.408528791059498
1,7.180351632015873,3.0683217943365793,6.448889394146858,1.3862943611198906,5.966146739123692
0,7.06951692181073,3.142508117108968,5.7430031878094825,1.3862943611198906,4.060443010546419
0,5.230573714461517,2.9750192319564492,4.290459441148391,0.6931471805599453,0.0
0,6.9219145615400475,3.1161218383379605,6.315358001522335,1.3862943611198906,4.418840607796598
0,9.030186863266598,5.085031319996609,8.47345026846832,2.5649493574615367,6.180016653652572
0,7.559814804737258,2.9060096076324786,6.940222469119639,1.6094379124341003,6.336825731146441
0,8.171966748299813,3.1407250763107677,7.661997558901893,2.1972245773362196,6.455198563340122
0,7.206355036031724,3.4318127991676652,6.8001700683022,1.0986122886681098,3.8066624897703196
0,9.793971191079148,3.5142202842916648,8.836228571526014,3.6109179126442243,6.511745329644728
0,7.014814351275545,2.8963368373646396,6.251903883165888,1.6094379124341003,6.304448802421981
0,7.738771306795058,3.0177963829804217,7.580699752224563,2.1972245773362196,6.3784261836515865
0,5.753968489569372,2.8167252177278663,5.541263545158426,0.6931471805599453,0.0
1,5.9368763568235785,2.609456859838968,5.583496308781699,1.6094379124341003,4.875197323201151
1,6.925624666224383,3.0417454762889418,6.285998094508865,1.0986122886681098,4.634728988229636
0,8.333710160372133,3.8995808050033722,7.427738840532894,1.3862943611198906,5.937536205082426
0,6.401884028681278,2.8238507661390404,5.579729825986222,1.791759469228055,5.652489180268651
1,5.569679490132721,2.8526915242614623,4.394449154672439,0.6931471805599453,0.0
0,8.765432005953489,3.2937098491717327,7.95892649305011,2.1972245773362196,6.302618975744905
0,7.4049970586737315,3.582442709411133,6.951772164398911,1.6094379124341003,4.219507705176107
0,6.532407069777784,2.998575450116464,5.771441123130016,0.6931471805599453,0.0
0,4.529152699564175,2.961968643401182,4.663439094112067,0.6931471805599453,0.0
0,5.50573795739701,2.9883977492630316,4.852030263919617,0.6931471805599453,0.0
1,5.093750200806762,2.7553963216994086,5.37989735354046,0.6931471805599453,0.0
0,8.852095625112755,2.902073684787048,8.183676582620658,3.044522437723423,6.42648845745769
1,5.4823042026610525,3.2164729402518906,5.204006687076795,1.0986122886681098,3.784189633918261
0,8.711285203809107,4.911844099621464,7.310550158534422,2.4849066497880004,6.577861357721047
1,5.751301990624177,2.9676958413307077,5.111987788356544,1.3862943611198906,5.84354441703136
1,7.130434722615036,3.720174924736361,5.916202062607435,0.6931471805599453,0.0
0,6.431540399799522,2.9852686291597847,5.981414211254481,0.6931471805599453,0.0
0,9.345367645213216,3.1015854322217984,8.532475814947395,2.3978952727983707,6.501289670540389
0,7.917547282845659,3.338208374479041,7.017506142941256,1.3862943611198906,4.663439094112067
0,8.232517262650086,3.5174436493335985,7.395107546562485,2.0794415416798357,6.48768401848461
1,7.872257340866884,4.0822273706060885,7.2868764117507,0.6931471805599453,0.0
1,6.082333059112373,3.038116683231393,4.9344739331306915,1.0986122886681098,5.583496308781699
0,7.115598373006169,2.8691419865881245,6.55250788703459,1.3862943611198906,5.983936280687191
